PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT,TOV,SF,AND ONE,SCORE,PERCENTILE
,,,,,,,,,,,FREQ%,FREQ%,FREQ%,FREQ%,FREQ%,
Naz Reid,MIN,50,0.3,3.6,0.85,0.2,0.1,0.2,40,40,15.4,7.7,15.4,0,46.2,74.7
Bradley Beal,PHX,26,0.5,3.7,0.92,0.4,0.1,0.3,37.5,37.5,33.3,0,33.3,0,58.3,65.5
Immanuel Quickley,NYK,29,0.4,4.9,0.92,0.4,0.1,0.2,66.7,66.7,16.7,33.3,8.3,0,50,65.5
Simone Fontecchio,UTA,49,0.2,3,1,0.2,0.1,0.1,57.1,57.1,18.2,18.2,18.2,0,54.5,51.2
Kelly Oubre Jr.,PHI,36,0.3,3.4,1,0.3,0.1,0.2,57.1,57.1,18.2,18.2,9.1,0,54.5,51.2
Ben Sheppard,IND,22,0.5,9.3,1,0.5,0.1,0.3,42.9,42.9,27.3,18.2,27.3,9.1,45.5,51.2
Santi Aldama,MEM,38,0.3,3.2,1.1,0.3,0.1,0.3,50,50,10,0,10,10,50,30.7
Amen Thompson,HOU,29,0.3,5.6,1.1,0.4,0.2,0.3,62.5,62.5,10,10,10,0,60,30.7
Jeremiah Robinson-Earl,NOP,14,0.7,12,1.1,0.8,0.4,0.6,62.5,62.5,20,10,20,10,60,30.7
Devin Vassell,SAS,45,0.5,6.2,0.57,0.3,0.1,0.4,27.8,27.8,14.3,4.8,9.5,4.8,33.3,97.7
Kevin Love,MIA,35,0.6,7.8,0.6,0.3,0.1,0.4,28.6,28.6,10,20,10,0,30,95.8
Kyrie Irving,DAL,27,0.7,7.1,0.63,0.4,0.2,0.6,29.4,29.4,10.5,10.5,10.5,10.5,26.3,93.2
Patrick Beverley,PHI,43,0.4,5.2,0.71,0.3,0.1,0.2,50,50,5.9,35.3,5.9,0,35.3,89.5
LeBron James,LAL,44,0.4,4.3,0.75,0.3,0.1,0.3,41.7,41.7,6.3,18.8,0,0,37.5,86.3
Chris Paul,GSW,32,0.5,6.5,0.75,0.4,0.2,0.3,54.5,54.5,6.3,31.3,6.3,6.3,37.5,86.3
Tari Eason,HOU,22,0.7,7.7,0.8,0.5,0.2,0.5,45.5,45.5,6.7,20,6.7,0,40,83
Dennis Smith Jr.,BKN,32,0.4,4.9,0.92,0.4,0.1,0.3,50,50,15.4,23.1,7.7,0,46.2,64.5
Marcus Smart,MEM,20,0.6,6,1,0.6,0.3,0.5,50,50,8.3,8.3,8.3,0,50,51.2
Richaun Holmes,DAL,15,0.8,9.5,1,0.8,0.3,0.7,50,50,16.7,8.3,16.7,8.3,50,51.2
Torrey Craig,CHI,28,0.4,5,1.09,0.4,0.1,0.3,57.1,57.1,18.2,18.2,18.2,0,54.5,32.2
Gary Harris,ORL,29,0.4,5,1.09,0.4,0.1,0.2,50,50,36.4,9.1,36.4,0,63.6,32.2
Matisse Thybulle,POR,47,0.2,2.9,1.2,0.3,0.1,0.2,55.6,55.6,10,0,10,0,60,16.3
Paul George,LAC,45,0.5,4,0.59,0.3,0.1,0.3,35.7,35.7,9.1,27.3,9.1,0,31.8,96.2
Bobby Portis,MIL,48,0.4,5.3,0.62,0.3,0.1,0.3,26.7,26.7,23.8,14.3,19,9.5,33.3,93.6
Corey Kispert,WAS,47,0.3,4.5,0.87,0.3,0.1,0.3,41.7,41.7,13.3,6.7,6.7,0,46.7,73.7
Anthony Edwards,MIN,47,0.3,2.6,1,0.3,0.1,0.2,44.4,44.4,23.1,7.7,23.1,0,53.8,51.2
David Roddy,MEM,46,0.3,3.5,1,0.3,0.1,0.2,66.7,66.7,7.7,23.1,7.7,0,53.8,51.2
Chris Duarte,SAC,29,0.4,6.3,1,0.4,0.1,0.3,50,50,23.1,23.1,23.1,7.7,46.2,51.2
Oshae Brissett,BOS,29,0.3,7.5,1.3,0.4,0.1,0.3,50,50,30,0,20,10,60,8.3
D'Angelo Russell,LAL,46,0.4,4.3,0.7,0.3,0.2,0.2,63.6,63.6,5,40,5,0,35,89.8
Talen Horton-Tucker,UTA,30,0.6,7.4,0.74,0.5,0.2,0.4,50,50,10.5,31.6,10.5,5.3,36.8,87.2
Khris Middleton,MIL,40,0.4,4.6,0.82,0.4,0.1,0.3,33.3,33.3,23.5,5.9,23.5,0,47.1,79.7
De'Anthony Melton,PHI,33,0.5,4.5,0.88,0.4,0.2,0.4,38.5,38.5,12.5,6.3,12.5,0,43.8,72.9
Day'Ron Sharpe,BKN,33,0.5,4.6,0.93,0.4,0.2,0.3,45.5,45.5,13.3,13.3,13.3,0,46.7,63.2
Trayce Jackson-Davis,GSW,29,0.5,6.3,1,0.5,0.2,0.4,45.5,45.5,21.4,7.1,21.4,7.1,50,51.2
Ochai Agbaji,UTA,51,0.3,3.4,1.08,0.3,0.1,0.2,62.5,62.5,15.4,23.1,15.4,0,53.8,33.6
Nicolas Batum,PHI,31,0.4,5.2,1.08,0.5,0.2,0.4,63.6,63.6,0,15.4,0,0,53.8,33.6
Maxi Kleber,DAL,14,0.7,8.1,1.4,1,0.4,0.5,85.7,85.7,20,10,20,0,80,3.4
Josh Giddey,OKC,49,0.4,4.8,0.83,0.3,0.1,0.2,44.4,44.4,27.8,22.2,22.2,0,50,77.9
Keita Bates-Diop,PHX,34,0.5,9.4,0.83,0.4,0.1,0.4,41.7,41.7,16.7,16.7,16.7,0,44.4,77.9
Sam Hauser,BOS,48,0.4,5.4,0.88,0.3,0.1,0.3,33.3,33.3,29.4,0,23.5,0,52.9,71.4
Marcus Sasser,DET,34,0.5,6.8,0.94,0.4,0.1,0.3,45.5,45.5,25,12.5,18.8,6.3,43.8,61.9
T.J. McConnell,IND,33,0.5,7,0.94,0.5,0.2,0.3,50,50,25,18.8,25,6.3,43.8,61.9
Ish Smith,CHA,39,0.4,5.6,1,0.4,0.2,0.3,46.2,46.2,20,0,20,6.7,53.3,51.2
Thaddeus Young,TOR,16,0.8,9.8,1.15,0.9,0.4,0.7,63.6,63.6,15.4,7.7,15.4,7.7,61.5,21.4
Julian Champagnie,SAS,41,0.3,4.8,1.25,0.4,0.1,0.2,55.6,55.6,25,0,25,0,66.7,12.9
Jordan Hawkins,NOP,41,0.3,3.3,1.36,0.4,0.1,0.2,75,75,18.2,9.1,18.2,0,72.7,5.3
Josh Okogie,PHX,39,0.3,3.2,1.5,0.4,0.1,0.2,83.3,83.3,40,10,30,10,80,0.8
Jordan Goodwin,PHX,35,0.3,4.9,1.5,0.4,0.2,0.3,70,70,20,0,20,20,70,0.8
Patrick Williams,CHI,43,0.6,6.7,0.61,0.4,0.2,0.5,35,35,11.5,11.5,11.5,0,34.6,94
Bam Adebayo,MIA,39,0.6,4,0.73,0.4,0.2,0.4,41.2,41.2,4.5,18.2,4.5,0,36.4,88.7
Rudy Gobert,MIN,48,0.4,2.7,0.76,0.3,0.2,0.4,47.1,47.1,9.5,14.3,4.8,4.8,38.1,85
Jalen Brunson,NYK,47,0.4,4.2,0.84,0.3,0.1,0.3,35.7,35.7,15.8,10.5,10.5,0,42.1,75.8
Franz Wagner,ORL,42,0.5,4.3,0.84,0.4,0.1,0.4,37.5,37.5,10.5,5.3,10.5,0,42.1,75.8
Payton Pritchard,BOS,47,0.4,5.9,0.89,0.3,0.1,0.3,46.7,46.7,11.1,5.6,11.1,0,50,70.6
Giannis Antetokounmpo,MIL,47,0.4,3.3,0.94,0.3,0.1,0.2,50,50,23.5,23.5,17.6,5.9,47.1,61.1
Bojan Bogdanovic,DET,28,0.6,6.3,1,0.6,0.3,0.5,53.8,53.8,12.5,12.5,12.5,6.3,50,51.2
Kyle Anderson,MIN,49,0.3,4,1.07,0.3,0.1,0.2,45.5,45.5,20,6.7,20,0,53.3,34.6
Duncan Robinson,MIA,45,0.3,5.3,1.07,0.4,0.1,0.2,66.7,66.7,13.3,26.7,13.3,0,53.3,34.6
Paul Reed,PHI,46,0.3,4,1.14,0.3,0.2,0.3,53.8,53.8,14.3,0,14.3,7.1,57.1,22.7
Evan Mobley,CLE,24,0.6,4.2,1.14,0.7,0.2,0.5,45.5,45.5,21.4,0,21.4,0,57.1,22.7
James Wiseman,DET,24,0.5,5.2,1.23,0.7,0.2,0.5,45.5,45.5,30.8,0,15.4,15.4,53.8,15.1
Mark Williams,CHA,17,0.8,5.4,1.23,0.9,0.4,0.6,63.6,63.6,15.4,0,7.7,0,61.5,15.1
Caris LeVert,CLE,36,0.3,3,1.46,0.4,0.2,0.3,80,80,9.1,9.1,9.1,9.1,72.7,2.6
Luka Doncic,DAL,41,0.7,5.6,0.59,0.4,0.2,0.4,38.9,38.9,6.9,31,6.9,0,31,97
Jalen Smith,IND,34,0.7,8,0.74,0.5,0.2,0.6,42.1,42.1,4.3,13,4.3,0,39.1,86.8
Nickeil Alexander-Walker,MIN,49,0.4,4.3,0.85,0.3,0.2,0.4,42.1,42.1,5,5,5,5,40,74.1
Brandon Miller,CHA,42,0.5,4.1,0.9,0.4,0.1,0.3,35.7,35.7,31.6,5.3,31.6,10.5,47.4,69.3
Bruce Brown,IND,32,0.6,4.7,0.9,0.5,0.3,0.5,47.1,47.1,10.5,5.3,10.5,5.3,42.1,69.3
Andre Drummond,CHI,46,0.4,4.5,1,0.4,0.2,0.3,53.8,53.8,11.8,11.8,11.8,0,52.9,51.2
Isaiah Stewart,DET,34,0.5,3.7,1.06,0.5,0.1,0.4,38.5,38.5,25,0,25,6.3,50,36
Donovan Mitchell,CLE,38,0.4,5.1,1.06,0.4,0.2,0.3,50,50,18.8,6.3,18.8,0,56.3,36
Gordon Hayward,CHA,25,0.6,5.7,1.13,0.7,0.3,0.4,63.6,63.6,13.3,13.3,13.3,0,60,24.6
Cam Thomas,BKN,39,0.3,3.5,1.31,0.4,0.2,0.2,66.7,66.7,23.1,7.7,23.1,0,69.2,7.9
Cameron Johnson,BKN,39,0.3,3.2,1.7,0.4,0.1,0.1,100,100,40,20,30,10,80,0
Isaiah Hartenstein,NYK,43,0.7,5.3,0.6,0.4,0.2,0.5,34.8,34.8,3.3,20,3.3,0,30,95.8
Brook Lopez,MIL,46,0.5,2.6,0.78,0.4,0.2,0.5,42.9,42.9,0,8.7,0,0,39.1,84.6
Jordan Clarkson,UTA,40,0.6,8.5,0.82,0.5,0.2,0.4,37.5,37.5,18.2,9.1,4.5,0,45.5,80.7
Walker Kessler,UTA,41,0.5,5.1,0.9,0.4,0.2,0.3,57.1,57.1,10,20,5,0,45,68.3
Luguentz Dort,OKC,48,0.4,3.2,0.95,0.4,0.2,0.4,50,50,0,5.3,0,0,47.4,59.5
Isaac Okoro,CLE,38,0.5,5.3,0.95,0.5,0.2,0.4,40,40,21.1,5.3,21.1,5.3,47.4,59.5
Dereck Lively II,DAL,36,0.5,3.9,1,0.5,0.2,0.3,60,60,16.7,27.8,11.1,0,50,51.2
Jerami Grant,POR,43,0.4,4.2,1,0.4,0.2,0.3,57.1,57.1,16.7,16.7,16.7,11.1,50,51.2
Scoot Henderson,POR,40,0.4,3.8,1.13,0.5,0.2,0.3,60,60,25,12.5,25,0,62.5,26
Brandon Ingram,NOP,44,0.4,3.9,1.13,0.4,0.2,0.2,70,70,18.8,18.8,18.8,0,62.5,26
Zach LaVine,CHI,25,0.6,6.3,1.13,0.7,0.3,0.5,61.5,61.5,6.3,12.5,6.3,0,56.3,26
Cedi Osman,SAS,48,0.3,5.5,1.2,0.4,0.1,0.3,58.3,58.3,20,0,13.3,0,66.7,16.3
Jaylin Williams,OKC,33,0.5,6.4,1.2,0.5,0.2,0.3,54.5,54.5,26.7,6.7,20,6.7,60,16.3
Keegan Murray,SAC,43,0.3,2.9,1.29,0.4,0.2,0.3,63.6,63.6,14.3,7.1,14.3,0,64.3,9.4
Josh Richardson,MIA,40,0.4,3.8,1.29,0.5,0.2,0.3,60,60,28.6,7.1,28.6,7.1,64.3,9.4
Herbert Jones,NOP,42,0.3,3,1.39,0.4,0.2,0.2,77.8,77.8,23.1,15.4,23.1,7.7,69.2,3.8
Jalen Green,HOU,49,0.6,7.4,0.61,0.4,0.1,0.5,25,25,22.6,6.5,19.4,6.5,35.5,94.4
Jaylen Brown,BOS,45,0.6,5.6,0.73,0.4,0.2,0.4,44.4,44.4,7.7,23.1,7.7,0,38.5,88
Jabari Walker,POR,45,0.5,6.4,0.91,0.4,0.2,0.4,50,50,4.8,14.3,4.8,4.8,42.9,67.7
Jacob Gilyard,MEM,31,0.6,10.9,1,0.6,0.2,0.4,45.5,45.5,26.3,15.8,26.3,0,52.6,51.2
Cole Anthony,ORL,49,0.4,4,1.06,0.4,0.1,0.3,38.5,38.5,27.8,0,22.2,0,55.6,37.9
Mike Conley,MIN,45,0.4,4.7,1.06,0.4,0.2,0.3,64.3,64.3,11.1,11.1,11.1,0,55.6,37.9
Shaedon Sharpe,POR,31,0.6,5.6,1.06,0.6,0.3,0.5,56.3,56.3,5.6,11.1,5.6,5.6,50,37.9
Toumani Camara,POR,48,0.4,4,1.12,0.4,0.2,0.2,72.7,72.7,11.8,29.4,5.9,5.9,52.9,27.9
Aaron Holiday,HOU,43,0.4,6.4,1.12,0.4,0.1,0.2,37.5,37.5,52.9,5.9,41.2,5.9,58.8,27.9
Anfernee Simons,POR,28,0.8,8.1,0.87,0.7,0.2,0.5,38.5,38.5,26.1,26.1,17.4,8.7,39.1,73.3
Jaime Jaquez Jr.,MIA,44,0.5,4.3,0.91,0.5,0.2,0.4,47.4,47.4,9.1,9.1,9.1,4.5,45.5,67.2
Kenrich Williams,OKC,37,0.6,9.6,0.95,0.5,0.2,0.4,53.8,53.8,14.3,23.8,9.5,0,47.6,58.6
James Harden,LAC,43,0.4,3.9,1.05,0.5,0.2,0.4,52.9,52.9,10.5,5.3,10.5,5.3,52.6,39
Josh Green,DAL,36,0.5,4.9,1.05,0.6,0.2,0.4,53.8,53.8,21.1,10.5,15.8,0,57.9,39
