PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT,TOV,SF,AND ONE,SCORE,PERCENTILE
,,,,,,,,,,,FREQ%,FREQ%,FREQ%,FREQ%,FREQ%,
Nassir Little,PHX,23,0.7,10.9,1.27,0.8,0.3,0.5,54.5,68.2,13.3,13.3,13.3,0,53.3,15.9
Chris Boucher,TOR,40,0.3,5.6,1.73,0.5,0.2,0.2,66.7,83.3,18.2,0,18.2,0,72.7,1.3
Devin Vassell,SAS,45,0.7,9.4,0.63,0.4,0.2,0.6,29.6,37,0,15.6,0,0,25,88.4
Josh Giddey,OKC,49,0.5,6.2,0.87,0.4,0.2,0.4,38.1,47.6,4.3,8.7,4.3,4.3,34.8,68.1
Simone Fontecchio,UTA,49,0.5,6.4,0.87,0.4,0.1,0.4,30,40,8.7,4.3,4.3,0,34.8,68.1
D'Angelo Russell,LAL,46,0.5,4.7,0.91,0.4,0.2,0.5,36.4,45.5,0,0,0,0,36.4,63.5
Kevin Huerter,SAC,42,0.5,5.9,0.91,0.5,0.2,0.5,40,47.5,4.5,4.5,4.5,0,40.9,63.5
Ochai Agbaji,UTA,51,0.4,5.5,0.95,0.4,0.1,0.4,35,42.5,4.8,0,4.8,0,38.1,59.2
Andrew Wiggins,IND,34,0.5,5.4,1.25,0.6,0.2,0.4,50,57.1,12.5,0,12.5,0,56.3,17.7
Jaden Hardy,DAL,39,0.4,7.5,1.33,0.5,0.2,0.4,53.3,66.7,0,0,0,0,53.3,8.7
Dejounte Murray,ATL,48,0.6,4.8,0.78,0.4,0.2,0.5,34.6,40.4,0,3.7,0,0,33.3,80.7
Derrick White,BOS,45,0.6,4.7,0.81,0.5,0.2,0.5,31.8,40.9,7.7,7.7,7.7,0,34.6,77.3
Donte DiVincenzo,NYK,49,0.5,5.9,0.84,0.4,0.2,0.4,40,47.5,4,16,4,0,36,70.4
Michael Porter Jr.,DEN,51,0.4,5.3,0.95,0.4,0.1,0.4,36.8,47.4,9.1,4.5,9.1,0,40.9,58.8
Dean Wade,CLE,39,0.5,6,1.1,0.5,0.2,0.3,46.2,57.7,15.8,15.8,10.5,0,47.4,35.2
Rui Hachimura,LAL,36,0.5,7.3,1.17,0.6,0.2,0.5,41.2,55.9,5.6,0,5.6,0,44.4,27.7
T.J. McConnell,IND,33,0.5,7,1.31,0.6,0.3,0.5,60,66.7,6.3,6.3,6.3,6.3,56.3,11.6
Alex Caruso,CHI,43,0.7,5.8,0.73,0.5,0.2,0.7,32.1,39.3,0,6.7,0,0,30,82.8
Kentavious Caldwell-Pope,DEN,49,0.6,5.7,0.81,0.4,0.2,0.5,39.1,47.8,0,14.8,0,0,33.3,76.3
Royce O'Neale,BKN,47,0.6,7.1,0.81,0.5,0.1,0.4,28.6,35.7,14.8,7.4,11.1,0,37,76.3
Lauri Markkanen,UTA,41,0.6,4.9,0.88,0.5,0.2,0.5,38.1,40.5,12,4,12,0,44,67
Terance Mann,LAC,42,0.6,6.2,0.92,0.5,0.2,0.5,47.6,52.4,0,12.5,0,0,41.7,61.6
Pascal Siakam,TOR,39,0.6,5,1,0.6,0.2,0.5,40,55,0,9.1,0,0,36.4,54
Tyler Herro,MIA,29,0.7,6,1.05,0.8,0.3,0.7,45,55,0,4.8,0,0,42.9,46.1
Corey Kispert,WAS,47,0.4,6.3,1.05,0.5,0.2,0.4,50,61.1,0,14.3,0,0,42.9,46.1
Jordan Hawkins,NOP,41,0.5,6,1.1,0.5,0.2,0.5,40,55,0,0,0,0,40,35.9
Devin Booker,PHX,40,0.5,4.1,1.16,0.6,0.2,0.5,44.4,55.6,10.5,5.3,10.5,10.5,42.1,29.2
Cole Anthony,ORL,49,0.6,6.2,0.82,0.5,0.1,0.5,29.2,37.5,10.7,3.6,3.6,0,35.7,74.6
Saddiq Bey,ATL,47,0.6,7,0.82,0.5,0.2,0.6,30.8,40.4,3.6,3.6,3.6,0,32.1,74.6
Jabari Smith Jr.,HOU,44,0.6,5.6,0.89,0.5,0.2,0.5,34.8,47.8,3.8,7.7,3.8,0,34.6,66.5
Shaedon Sharpe,POR,31,0.7,7.1,1,0.7,0.3,0.7,42.9,54.8,0,8.7,0,0,39.1,54
Keyonte George,UTA,44,0.5,5.8,1.04,0.5,0.2,0.5,42.9,54.8,0,4.5,0,0,40.9,46.8
Caris LeVert,CLE,36,0.6,5.7,1.09,0.6,0.3,0.5,50,58.3,4.8,9.5,4.8,0,47.6,37.5
Matisse Thybulle,POR,47,0.4,6,1.09,0.5,0.2,0.4,47.4,52.6,14.3,0,9.5,4.8,47.6,37.5
Andrew Wiggins,GSW,42,0.5,4.7,1.15,0.5,0.2,0.4,50,58.3,5,5,5,0,50,30
Talen Horton-Tucker,UTA,30,0.6,7.4,1.21,0.8,0.3,0.5,64.3,82.1,0,26.3,0,0,47.4,22.8
Bojan Bogdanovic,DET,28,0.7,7.5,1.21,0.8,0.3,0.6,50,56.3,15.8,0,15.8,0,57.9,22.8
Kelly Oubre Jr.,PHI,36,0.5,5.3,1.35,0.6,0.1,0.3,41.7,58.3,29.4,0,29.4,0,58.8,8.2
Bradley Beal,PHX,26,0.6,4.7,1.53,0.9,0.3,0.5,57.1,82.1,0,6.7,0,0,53.3,2.6
